YUG.cif
58	63	O42	SI18
58	62	O42	SI17
59	44	O43	SI12
59	62	O43	SI17
60	77	O44	SI21
60	62	O44	SI17
61	63	O45	SI18
62	57	SI17	O41
62	59	SI17	O43
62	58	SI17	O42
62	60	SI17	O44
63	40	SI18	O30
63	58	SI18	O42
63	61	SI18	O45
63	21	SI18	O17
64	70	O46	SI19
64	92	O46	SI25
65	71	O47	SI20
65	70	O47	SI19
66	38	O48	SI10
66	70	O48	SI19
67	296	O49	SI87
67	70	O49	SI19
68	110	O50	SI32
68	71	O50	SI20
69	245	O51	SI72
69	71	O51	SI20
70	64	SI19	O46
70	66	SI19	O48
70	65	SI19	O47
70	67	SI19	O49
71	33	SI20	O25
71	65	SI20	O47
71	68	SI20	O50
71	69	SI20	O51
72	109	O52	SI31
72	77	O52	SI21
73	77	O53	SI21
73	78	O53	SI22
74	77	O54	SI21
75	78	O55	SI22
76	78	O56	SI22
77	60	SI21	O44
77	73	SI21	O53
77	72	SI21	O52
77	74	SI21	O54
78	76	SI22	O56
78	73	SI22	O53
78	75	SI22	O55
79	103	O57	SI29
79	85	O57	SI23
80	85	O58	SI23
80	86	O58	SI24
81	85	O59	SI23
82	85	O60	SI23
83	86	O61	SI24
83	99	O61	SI28
84	86	O62	SI24
85	80	SI23	O58
85	82	SI23	O60
85	79	SI23	O57
85	81	SI23	O59
86	84	SI24	O62
86	80	SI24	O58
86	83	SI24	O61
87	92	O63	SI25
87	93	O63	SI26
88	92	O64	SI25
89	92	O65	SI25
89	103	O65	SI29
90	93	O66	SI26
90	184	O66	SI54
91	93	O67	SI26
92	87	SI25	O63
92	89	SI25	O65
92	64	SI25	O46
92	88	SI25	O64
93	91	SI26	O67
93	87	SI26	O63
93	90	SI26	O66
94	98	O68	SI27
94	99	O68	SI28
95	98	O69	SI27
96	98	O70	SI27
97	99	O71	SI28
98	94	SI27	O68
98	96	SI27	O70
98	57	SI27	O41
98	95	SI27	O69
99	97	SI28	O71
99	94	SI28	O68
99	83	SI28	O61
100	104	O72	SI30
100	103	O72	SI29
101	31	O73	SI8
101	103	O73	SI29
102	170	O74	SI50
102	104	O74	SI30
103	79	SI29	O57
103	101	SI29	O73
103	89	SI29	O65
103	100	SI29	O72
104	26	SI30	O20
104	100	SI30	O72
104	102	SI30	O74
104	36	SI30	O28
105	110	O75	SI32
105	109	O75	SI31
106	23	O76	SI6
106	109	O76	SI31
107	308	O77	SI91
107	109	O77	SI31
108	256	O78	SI76
108	110	O78	SI32
109	72	SI31	O52
109	106	SI31	O76
109	105	SI31	O75
109	107	SI31	O77
110	19	SI32	O15
110	68	SI32	O50
110	105	SI32	O75
110	108	SI32	O78
111	116	O79	SI33
111	151	O79	SI43
112	117	O80	SI34
112	116	O80	SI33
113	116	O81	SI33
114	130	O82	SI37
114	116	O82	SI33
115	117	O83	SI34
116	111	SI33	O79
116	113	SI33	O81
116	112	SI33	O80
116	114	SI33	O82
117	47	SI34	O35
117	112	SI34	O80
117	115	SI34	O83
118	124	O84	SI35
118	145	O84	SI41
119	125	O85	SI36
119	124	O85	SI35
120	124	O86	SI35
121	346	O87	SI103
121	124	O87	SI35
122	164	O88	SI48
122	125	O88	SI36
123	125	O89	SI36
124	118	SI35	O84
124	120	SI35	O86
124	119	SI35	O85
124	121	SI35	O87
125	119	SI36	O85
125	122	SI36	O88
125	123	SI36	O89
126	163	O90	SI47
126	130	O90	SI37
127	130	O91	SI37
127	131	O91	SI38
128	216	O92	SI64
128	130	O92	SI37
129	131	O93	SI38
129	170	O93	SI50
130	114	SI37	O82
130	127	SI37	O91
130	126	SI37	O90
130	128	SI37	O92
131	129	SI38	O93
131	35	SI38	O27
131	212	SI38	O150
131	127	SI38	O91
132	157	O94	SI45
132	138	O94	SI39
133	138	O95	SI39
133	139	O95	SI40
134	210	O96	SI62
134	138	O96	SI39
135	138	O97	SI39
136	139	O98	SI40
136	152	O98	SI44
137	139	O99	SI40
138	133	SI39	O95
138	135	SI39	O97
138	132	SI39	O94
138	134	SI39	O96
139	137	SI40	O99
139	136	SI40	O98
139	133	SI40	O95
139	207	SI40	O147
140	145	O100	SI41
140	146	O100	SI42
141	178	O101	SI52
141	145	O101	SI41
142	145	O102	SI41
142	157	O102	SI45
143	146	O103	SI42
144	146	O104	SI42
144	210	O104	SI62
145	140	SI41	O100
145	142	SI41	O102
145	141	SI41	O101
145	118	SI41	O84
146	144	SI42	O104
146	140	SI42	O100
146	173	SI42	O123
146	143	SI42	O103
147	151	O105	SI43
147	152	O105	SI44
148	170	O106	SI50
148	151	O106	SI43
149	151	O107	SI43
150	152	O108	SI44
151	147	SI43	O105
151	149	SI43	O107
151	148	SI43	O106
151	111	SI43	O79
152	150	SI44	O108
152	147	SI44	O105
152	136	SI44	O98
152	167	SI44	O119
153	158	O109	SI46
153	157	O109	SI45
154	157	O110	SI45
155	158	O111	SI46
156	158	O112	SI46
157	132	SI45	O94
157	154	SI45	O110
